"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros"
"*06bni*","Hoyt Stanley","OTT","D","7427","FA","20","CBJ 0<br/>@OTT 4 F","0","0","8%"
"*06loo*","Louka Cloutier","COL","G","2147","FA","18","","0","0","8%"
"*06mqq*","Denis Gabdrakhmanov","FLA","G","3057","FA","20","FLA 1<br/>@DET 2 F","0","0","8%"
"*0642m*","Juha Jatkola","NSH","G","3950","FA","22","MTL 2<br/>@NSH 1 F","0","0","8%"
"*04oqi*","Dominik Bokk","CAR","RW","1622","FA","25","","0","0","8%"
"*0511p*","Vladislav Firstov","MIN","LW","2893","FA","24","DAL 2<br/>@MIN 3 F","0","0","8%"
"*05ylc*","Mack Guzda","FLA","G","3421","FA","24","","0","0","8%"
"*05a2b*","Brandon Biro","SEA","LW","1542","FA","27","","0","0","8%"
"*05ug4*","Lucas Ciona","CGY","LW","2111","FA","22","","0","0","8%"
"*05luc*","Ethan Edwards","NJD","D","2660","FA","23","","0","0","8%"
"*05u0q*","Ty Gallagher","BOS","D","3087","FA","22","BOS 3<br/>@BUF 6 F","0","0","8%"
"*05u0o*","Jayden Grubbe","EDM","C","3367","FA","22","","0","0","8%"
"*05ybp*","Jake Livingstone","NSH","D","4883","FA","26","MTL 2<br/>@NSH 1 F","0","0","8%"
"*062dq*","Marek Alscher","FLA","D","1107","FA","21","FLA 1<br/>@DET 2 F","0","0","8%"
"*06c47*","Jake Fisher","COL","LW","2899","FA","20","","0","0","8%"
"*06mgw*","Jan Golicic","TBL","D","3252","FA","19","","0","0","8%"
"*06mr2*","Victor Johansson","TOR","D","3995","FA","19","","0","0","8%"
"*061ib*","Ethan Miedema","BUF","LW","5471","FA","20","BOS 3<br/>@BUF 6 F","0","0","8%"
"*05u6d*","Luke Mittelstadt","MTL","D","5544","FA","22","MTL 2<br/>@NSH 1 F","0","0","8%"
"*060nr*","Daniil Orlov","NJD","D","5998","FA","21","","0","0","8%"
"*06md9*","Darels Uljanskis","ANA","D","7872","FA","18","","0","0","8%"
"*06mjf*","Lucas Van Vliet","VGK","RW","7927","FA","19","VGK 3<br/>@VAN 2 F","0","0","8%"
"*06mgq*","John Whipple","DET","D","8205","FA","19","FLA 1<br/>@DET 2 F","0","0","8%"
"*06mj8*","Jared Woolley","LAK","D","8312","FA","19","","0","0","8%"
"*05xc4*","Connor Ungar","EDM","G","7877","FA","23","","0","0","8%"
"*06cdq*","Yegor Yegorov","CGY","G","8353","FA","19","","0","0","8%"
"*067zz*","Danil Aimurzin","(N/A)","C","1056","FA","23","","0","0","8%"
"*04qzr*","Mitchell Gibson","WSH","G","3185","FA","26","WSH 1<br/>@NYI 4 F","0","0","8%"
"*051xh*","Taylor Gauthier","PIT","G","3136","FA","24","PIT 1<br/>@CHI 3 F","0","0","8%"
"*05ttl*","Liam Dower Nilsson","DET","C","2556","FA","22","FLA 1<br/>@DET 2 F","0","0","8%"
"*05ud9*","Andre Gasseau","BOS","C","3120","FA","22","BOS 3<br/>@BUF 6 F","0","0","8%"
"*05uew*","Luca Munzenberger","EDM","D","5667","FA","22","","0","0","8%"
"*05lth*","Eamon Powell","TBL","D","6423","FA","23","","0","0","8%"
"*06kv4*","Jakub Rychlovsky","DET","LW","6840","FA","23","FLA 1<br/>@DET 2 F","0","0","8%"
"*05u11*","Roman Schmidt","TBL","D","7007","FA","22","","0","0","8%"
"*05lu4*","Ronan Seeley","CAR","D","7062","FA","22","","0","0","8%"
"*060wa*","James Stefan","EDM","RW","7448","FA","21","","0","0","8%"
"*060x8*","George Fegaras","DAL","D","2829","FA","21","DAL 2<br/>@MIN 3 F","0","0","8%"
"*06bnk*","Zeb Forsfjall","SEA","C","2962","FA","20","","0","0","8%"
"*06c76*","Terrell Goldsmith","UTA","D","3251","FA","20","","0","0","8%"
"*06mqr*","Stepan Gorbunov","FLA","C","3263","FA","18","FLA 1<br/>@DET 2 F","0","0","8%"
"*06bup*","Kaden Hammell","SEA","D","3490","FA","20","","0","0","8%"
"*05u64*","Charles-Alexis Legault","CAR","D","4756","FA","21","","0","0","8%"
"*06qqc*","Roman Luttsev","TBL","C","4978","FA","19","","0","0","8%"
"*06bai*","Dylan MacKinnon","NSH","D","5023","FA","20","MTL 2<br/>@NSH 1 F","0","0","8%"
"*06mr4*","Sam McCue","TOR","LW","5299","FA","19","","0","0","8%"
"*06mgr*","Aidan Park","EDM","RW","6089","FA","19","","0","0","8%"
"*06bdw*","Alex Pharand","CHI","C,RW","6267","FA","20","PIT 1<br/>@CHI 3 F","0","0","8%"
"*05yn7*","Zam Plante","PIT","C","6343","FA","20","PIT 1<br/>@CHI 3 F","0","0","8%"
"*05uw3*","Graham Sward","WPG","D","7614","FA","21","","0","0","8%"
"*06luu*","Joona Vaisanen","PIT","D","7901","FA","21","PIT 1<br/>@CHI 3 F","0","0","8%"
"*05o6t*","Garin Bjorklund","WSH","G","1564","FA","23","WSH 1<br/>@NYI 4 F","0","0","7%"
"*06md2*","Veeti Louhivaara","NJD","G","4933","FA","19","","0","0","7%"
"*062lj*","Kevin Reidler","OTT","G","6618","FA","20","CBJ 0<br/>@OTT 4 F","0","0","7%"
"*06cln*","Yegor Velmakin","CAR","G","7966","FA","22","","0","0","7%"
"*06mjc*","Ivan Yunin","COL","G","8379","FA","19","","0","0","7%"
"*05uw2*","Ivan Zhigalov","COL","G","8435","FA","22","","0","0","7%"
"*05ua4*","Vasili Atanasov","(N/A)","LW","1219","FA","22","","0","0","7%"
"*05ltc*","Zayde Wisdom","PHI","C,RW","8289","FA","23","","0","0","7%"
"*04y7z*","Daniil Chayka","VGK","D","2052","FA","22","","0","0","7%"
"*05k8e*","Brandon Coe","SJS","RW","2157","FA","23","","0","0","7%"
"*05ku7*","Joni Jurmo","CGY","D","4074","FA","23","","0","0","7%"
"*03el6*","Sebastian Aho","PIT","D","1053","FA","29","PIT 1<br/>@CHI 3 F","0","0","7%"
"*05nfv*","Cameron Berg","NYI","C","1448","FA","23","WSH 1<br/>@NYI 4 F","0","0","7%"
"*04ma2*","Marcus Bjork","CBJ","D","1563","FA","27","CBJ 0<br/>@OTT 4 F","0","0","7%"
"*03edx*","Sammy Blais","VAN","LW,RW","1577","FA","29","VGK 3<br/>@VAN 2 F","0","0","7%"
"*0618d*","Joshua Davies","FLA","C,LW","2384","FA","21","FLA 1<br/>@DET 2 F","0","0","7%"
"*067z0*","Alexandre Doucet","DET","C","2550","FA","23","FLA 1<br/>@DET 2 F","0","0","7%"
"*05rjv*","Brent Johnson","WSH","D","4001","FA","22","WSH 1<br/>@NYI 4 F","0","0","7%"
"*05uf6*","Kyle Masters","MIN","D","5219","FA","22","DAL 2<br/>@MIN 3 F","0","0","7%"
"*05ud6*","Jack Matier","NSH","D","5230","FA","22","MTL 2<br/>@NSH 1 F","0","0","7%"
"*05k8d*","Veeti Miettinen","TOR","RW","5474","FA","23","","0","0","7%"
"*04f1u*","Mason Shaw","WPG","LW","7132","FA","26","","0","0","7%"
"*04qyy*","Nathan Smith","VAN","C","7312","FA","26","VGK 3<br/>@VAN 2 F","0","0","7%"
"*0637u*","Brady Stonehouse","EDM","RW","7506","FA","20","","0","0","7%"
"*04f10*","Jack Studnicka","LAK","C","7541","FA","26","","0","0","7%"
"*05kn6*","Bogdan Trineyev","WSH","LW,RW","7810","FA","23","WSH 1<br/>@NYI 4 F","0","0","7%"
"*060uz*","Ryan Healey","MIN","D","3575","FA","21","DAL 2<br/>@MIN 3 F","0","0","7%"
"*06mjp*","Tanner Henricks","CBJ","D","3634","FA","19","CBJ 0<br/>@OTT 4 F","0","0","7%"
"*06c3z*","Daniil Karpovich","NJD","D","4150","FA","20","","0","0","7%"
"*06l22*","Makar Khanin","MTL","LW","4239","FA","20","MTL 2<br/>@NSH 1 F","0","0","7%"
"*06mqs*","Markus Loponen","WPG","C","4924","FA","19","","0","0","7%"
"*06buq*","Hudson Malinoski","TOR","C","5105","FA","21","","0","0","7%"
"*06mjn*","Joona Saarelainen","TBL","C","6857","FA","19","","0","0","7%"
"*06buv*","Konnor Smith","ANA","D","7308","FA","20","","0","0","7%"
"*060v9*","Santeri Sulku","PHI","C,LW","7557","FA","21","","0","0","7%"
"*03yud*","Dillon Dube","(N/A)","C,LW,RW","2585","FA","27","","0","0","7%"
"*03wqz*","Michael McLeod","(N/A)","C","5366","FA","27","","0","0","7%"
"*05ufo*","Gage Alexander","DET","G","1074","FA","23","FLA 1<br/>@DET 2 F","0","0","7%"
"*05ojb*","Hugo Ollas","NYR","G","5968","FA","23","","0","0","7%"
"*06clp*","Melvin Strahl","CBJ","G","7514","FA","20","CBJ 0<br/>@OTT 4 F","0","0","7%"
"*06miy*","Chase Wutzke","MIN","G","8326","FA","19","DAL 2<br/>@MIN 3 F","0","0","7%"
"*04zp6*","Robert Mastrosimone","TOR","C,LW","5222","FA","24","","0","0","7%"
"*05ubb*","Lucas Forsell","VAN","LW","2960","FA","21","VGK 3<br/>@VAN 2 F","0","0","7%"
"*05ub8*","Avery Hayes","PIT","RW","3565","FA","22","PIT 1<br/>@CHI 3 F","0","0","7%"
"*058t8*","Aidan Hreschuk","CBJ","D","3795","FA","22","CBJ 0<br/>@OTT 4 F","0","0","7%"
"*04ln0*","Mikko Kokkonen","TOR","D","4360","FA","24","","0","0","7%"
"*05u3d*","Dmitri Kostenko","MTL","D","4428","FA","22","MTL 2<br/>@NSH 1 F","0","0","7%"
"*06qw6*","Josh Samanski","EDM","C","6892","FA","23","","0","0","7%"
"*05uex*","Stiven Sardarian","BUF","RW","6933","FA","22","BOS 3<br/>@BUF 6 F","0","0","7%"
"*051u0*","Tyce Thompson","NYI","RW","7727","FA","26","WSH 1<br/>@NYI 4 F","0","0","7%"
"*05oyk*","Ryan Tverberg","TOR","C","7854","FA","23","","0","0","7%"
"*06mhr*","Luke Ashton","CBJ","D","1208","FA","20","CBJ 0<br/>@OTT 4 F","0","0","7%"
"*06c73*","Brad Gardiner","DAL","C","3105","FA","20","DAL 2<br/>@MIN 3 F","0","0","7%"
"*06oxx*","Caeden Herrington","LAK","D","3651","FA","19","","0","0","7%"
"*060nq*","Arseni Koromyslov","STL","D","4404","FA","21","","0","0","7%"
"*06axf*","Connor Levis","WPG","C","4819","FA","20","","0","0","7%"
"*060wv*","Brandon Lisowsky","TOR","LW","4872","FA","21","","0","0","7%"
"*06mct*","Jonathan Morello","BOS","LW","5597","FA","19","BOS 3<br/>@BUF 6 F","0","0","7%"
"*064g6*","Tyler Peddle","CBJ","C,LW","6156","FA","20","CBJ 0<br/>@OTT 4 F","0","0","7%"
"*06mhe*","James Reeder","LAK","RW","6590","FA","19","","0","0","7%"
"*06mh0*","Sebastian Soini","MIN","D","7335","FA","19","DAL 2<br/>@MIN 3 F","0","0","7%"
"*06bdz*","Nikita Susuyev","STL","C,RW","7582","FA","20","","0","0","7%"
"*06lo5*","Xavier Veilleux","NYI","D","7959","FA","19","WSH 1<br/>@NYI 4 F","0","0","7%"
"*06c71*","Nathaniel Day","EDM","G","2397","FA","20","","0","0","7%"
"*02nq1*","Chris Driedger","FLA/WPG","G","2577","FA","31","","0","0","7%"
"*06mqu*","Yaroslav Korostelyov","SJS","G","4406","FA","19","","0","0","7%"
"*042yj*","Filip Larsson","PIT","G","4674","FA","26","PIT 1<br/>@CHI 3 F","0","0","7%"
"*051tv*","Lukas Parik","LAK","G","6086","FA","24","","0","0","7%"
"*04amz*","Keith Petruzzelli","TOR","G","6250","FA","26","","0","0","7%"
"*04zj7*","Patrik Puistola","EDM","LW,RW","6471","FA","24","","0","0","7%"
"*05yn0*","Mats Lindgren","PIT","D","4848","FA","20","PIT 1<br/>@CHI 3 F","0","0","7%"
"*05k9f*","Zion Nybeck","CAR","LW","5888","FA","23","","0","0","7%"
"*05ge3*","Jan Bednar","DET","G","1397","FA","22","","0","0","6%"
"*04qxz*","Olof Lindbom","NYR","G","4845","FA","25","","0","0","6%"
"*04qyb*","Gabriel Fortier","TBL","LW","2966","FA","25","","0","0","6%"
"*04qz2*","Jonathan Gruden","PIT/NJD","C,LW","3368","FA","25","","0","0","6%"
"*058lt*","James Hamblin","EDM","C,LW","3479","FA","26","","0","0","6%"
"*06l26*","Mikulas Hovorka","FLA","D","3776","FA","24","FLA 1<br/>@DET 2 F","0","0","6%"
"*05lu0*","Samuel Johannesson","STL","D","3978","FA","24","","0","0","6%"
"*04ote*","Martin Kaut","SJS","RW","4176","FA","25","","0","0","6%"
"*04f16*","Jake Leschyshyn","NYR","C","4799","FA","26","","0","0","6%"
"*05u13*","Vladislav Lukashevich","FLA","D","4958","FA","22","FLA 1<br/>@DET 2 F","0","0","6%"
"*068xt*","Hunter McKown","CBJ","C","5355","FA","23","CBJ 0<br/>@OTT 4 F","0","0","6%"
"*05ykq*","Pavol Regenda","ANA/SJS","LW,RW","6597","FA","25","","0","0","6%"
"*060vh*","Filip Roos","OTT","D","6759","FA","26","CBJ 0<br/>@OTT 4 F","0","0","6%"
"*05uf3*","Kalle Vaisanen","NYR","LW","7902","FA","22","","0","0","6%"
"*06i0c*","Gleb Veremyev","NYI","C","7971","FA","22","WSH 1<br/>@NYI 4 F","0","0","6%"
"*05ugf*","Max Wanner","EDM/BOS","D","8104","FA","22","BOS 3<br/>@BUF 6 F","0","0","6%"
"*06ies*","Dylan Wendt","NJD","RW","8172","FA","24","","0","0","6%"
"*06mqk*","Nathan Aspinall","NYR","LW","1212","FA","19","","0","0","6%"
"*06rqn*","Wilson Bjorck","VAN","LW","1560","FA","19","","0","0","6%"
"*0624d*","Dominic James","CHI","C,LW","3926","FA","23","PIT 1<br/>@CHI 3 F","0","0","6%"
"*06mjg*","Ludvig Johnson","UTA","D","4007","FA","19","","0","0","6%"
"*06bng*","Larry Keenan","DET","D","4188","FA","20","FLA 1<br/>@DET 2 F","0","0","6%"
"*062pu*","Hunter McDonald","PHI","D","5302","FA","23","","0","0","6%"
"*06lv4*","Chase Pietila","PIT","D","6291","FA","21","PIT 1<br/>@CHI 3 F","0","0","6%"
"*06mr8*","Kaden Pitre","TBL","C","6329","FA","19","","0","0","6%"
"*06mjj*","Roman Shokhrin","CAR","D","7162","FA","19","","0","0","6%"
"*061jj*","Cole Spicer","BOS","LW","7384","FA","21","BOS 3<br/>@BUF 6 F","0","0","6%"
"*062sj*","Abram Wiebe","VGK","D","8228","FA","21","VGK 3<br/>@VAN 2 F","0","0","6%"
"*05tdc*","Talyn Boyko","NYR","G","1699","FA","22","","0","0","6%"
"*01zrz*","Jack Campbell","DET","G","1936","FA","33","FLA 1<br/>@DET 2 F","0","0","6%"
"*05u60*","Rasmus Korhonen","UTA","G","4402","FA","22","","0","0","6%"
"*060y5*","Nolan Lalonde","CBJ","G","4616","FA","21","CBJ 0<br/>@OTT 4 F","0","0","6%"
"*04zsr*","Alex Beaucage","MTL","RW","1367","FA","24","MTL 2<br/>@NSH 1 F","0","0","6%"
"*05nzy*","Isaac Belliveau","PIT","D","1417","FA","22","PIT 1<br/>@CHI 3 F","0","0","6%"
"*05uek*","Taige Harding","CHI","D","3516","FA","23","PIT 1<br/>@CHI 3 F","0","0","6%"
"*06idc*","Carter King","CGY","LW","4270","FA","23","","0","0","6%"
"*05o6n*","Leo Loof","STL","D","4918","FA","23","","0","0","6%"
"*01brl*","Max McCue","CBJ","C,LW","5298","FA","22","CBJ 0<br/>@OTT 4 F","0","0","6%"
"*05nfw*","Luke Prokop","NSH","D","6454","FA","23","MTL 2<br/>@NSH 1 F","0","0","6%"
"*060xd*","Kai Uchacz","VGK","C","7869","FA","22","VGK 3<br/>@VAN 2 F","0","0","6%"
"*04f8j*","Samuel Walker","MIN/UTA","C","8075","FA","26","","0","0","6%"
"*06l29*","Vasili Zelenov","BUF","LW","8419","FA","19","BOS 3<br/>@BUF 6 F","0","0","6%"
"*06cec*","Matthew Andonovski","OTT","D","1142","FA","20","CBJ 0<br/>@OTT 4 F","0","0","6%"
"*06mqd*","Gregor Biber","UTA","D","1520","FA","18","","0","0","6%"
"*060nb*","Angus Booth","LAK","D","1639","FA","21","","0","0","6%"
"*06cf6*","Matt Copponi","EDM","C","2214","FA","22","","0","0","6%"
"*05ub4*","Jack Harvey","TBL","LW","3541","FA","22","","0","0","6%"
"*060no*","Ben MacDonald","SEA","LW","5003","FA","21","","0","0","6%"
"*06mr6*","Alexander Plesovskikh","TOR","LW","6352","FA","19","","0","0","6%"
"*06ckk*","Stanislav Yarovoi","CAR","RW","8349","FA","21","","0","0","6%"
"*060xu*","Mason Beaupit","SJS","G","1378","FA","21","","0","0","6%"
"*05y3j*","Ryan Fanti","TBL","G","2804","FA","25","","0","0","6%"
"*06clr*","Olof Glifford","FLA","G","3229","FA","20","FLA 1<br/>@DET 2 F","0","0","6%"
"*06bnh*","Carsen Musser","UTA","G","5699","FA","20","","0","0","6%"
"*060nx*","Tyler Muszelik","FLA","G","5702","FA","21","FLA 1<br/>@DET 2 F","0","0","6%"
"*05uga*","Nikita Quapp","CAR","G","6496","FA","22","","0","0","6%"
"*059wk*","Henrik Tikkanen","NYI","G","7746","FA","24","WSH 1<br/>@NYI 4 F","0","0","6%"
"*04qvd*","Jay OBrien","TOR","C","5905","FA","25","","0","0","6%"
"*04am9*","Filip Zadina","SJS","RW","8388","FA","25","","0","0","6%"
"*05x1b*","Jon-Randall Avon","PHI","C","1242","FA","22","","0","0","6%"
"*05tus*","Jack Bar","DAL","D","1298","FA","22","DAL 2<br/>@MIN 3 F","0","0","6%"
"*05ny2*","Tanner Dickinson","STL","C","2503","FA","23","","0","0","6%"
"*05x6z*","Mikael Diotte","NJD","D","2516","FA","22","","0","0","6%"
"*06hvz*","Oscar Eklind","PHI","C,LW","2677","FA","27","","0","0","6%"
"*04apd*","MacKenzie Entwistle","FLA","C,RW","2747","FA","26","FLA 1<br/>@DET 2 F","0","0","6%"
"*04r0d*","Damien Giroux","BUF","C","3215","FA","25","BOS 3<br/>@BUF 6 F","0","0","6%"
"*060v1*","Cedrick Guindon","MTL","C","3387","FA","21","MTL 2<br/>@NSH 1 F","0","0","6%"
"*05uev*","Oliver Johansson","OTT","C","3991","FA","22","CBJ 0<br/>@OTT 4 F","0","0","6%"
"*051tg*","Simon Lundmark","WPG","D","4969","FA","24","","0","0","6%"
"*05ug2*","Ryan Mast","BOS","D","5217","FA","22","BOS 3<br/>@BUF 6 F","0","0","6%"
"*04m7o*","Sheldon Rempal","VGK","LW,RW","6629","FA","29","VGK 3<br/>@VAN 2 F","0","0","6%"
"*05tui*","Guillaume Richard","CBJ","D","6648","FA","22","CBJ 0<br/>@OTT 4 F","0","0","6%"
"*065g8*","Marshall Rifai","TOR","D","6666","FA","27","","0","0","6%"
"*051v8*","Lukas Rousek","BUF","LW,RW","6775","FA","26","BOS 3<br/>@BUF 6 F","0","0","6%"
"*051uq*","Henrik Rybinski","WSH","RW","6838","FA","24","WSH 1<br/>@NYI 4 F","0","0","6%"
"*05lu2*","Christoffer Sedoff","VGK","D","7059","FA","23","VGK 3<br/>@VAN 2 F","0","0","6%"
"*05kek*","Ty Smilanic","MTL","C,LW","7286","FA","23","MTL 2<br/>@NSH 1 F","0","0","6%"
"*04ctq*","Joe Snively","DET","C,LW","7322","FA","29","FLA 1<br/>@DET 2 F","0","0","6%"
"*06bmc*","Ben Steeves","FLA","LW","7446","FA","23","FLA 1<br/>@DET 2 F","0","0","6%"
"*05ltf*","Eemil Viro","DET","D","8006","FA","23","FLA 1<br/>@DET 2 F","0","0","6%"
"*04f1i*","Reilly Walsh","LAK","D","8089","FA","26","","0","0","6%"
"*06cdr*","Cole Brown","NJD","RW","1791","FA","20","","0","0","6%"
"*06mq9*","Simon-Pier Brunet","BUF","D","1811","FA","19","BOS 3<br/>@BUF 6 F","0","0","6%"
"*0618m*","Daimon Gardner","VAN","C","3109","FA","21","VGK 3<br/>@VAN 2 F","0","0","6%"
"*062q8*","Ryan Hofer","WSH","C,RW","3710","FA","23","WSH 1<br/>@NYI 4 F","0","0","6%"
"*06c53*","Matthew Mayich","STL","D","5255","FA","20","","0","0","6%"
"*06mr0*","William McIsaac","STL","D","5334","FA","19","","0","0","6%"
"*06mgz*","Daniel Nieminen","NSH","D","5820","FA","19","","0","0","6%"
"*02ycq*","Zach Fucale","WSH","G","3045","FA","30","","0","0","6%"
"*05k9c*","Nick Malik","TBL","G","5104","FA","23","","0","0","5%"
"*065g1*","Riley Mercer","MIN","G","5429","FA","21","","0","0","5%"
"*06cld*","Vladimir Nikitin","OTT","G","5826","FA","20","CBJ 0<br/>@OTT 4 F","0","0","5%"
"*031qf*","Cal Petersen","PHI","G","6227","FA","30","","0","0","5%"
"*03yt9*","Maxime Comtois","(N/A)","LW","2182","FA","26","","0","0","5%"
"*066ox*","Nolan Burke","SJS","C","1857","FA","22","","0","0","5%"
"*04yms*","Kasper Simontaival","LAK","RW","7221","FA","23","","0","0","5%"
"*04f0w*","Alex Formenton","OTT","LW","2952","FA","25","CBJ 0<br/>@OTT 4 F","0","0","5%"
"*03rgs*","Ethan Bear","WSH","D","1365","FA","28","WSH 1<br/>@NYI 4 F","0","0","5%"
"*04qvh*","Nicolas Beaudin","MTL","D","1371","FA","25","MTL 2<br/>@NSH 1 F","0","0","5%"
"*06c72*","Braeden Bowman","VGK","RW","1688","FA","22","VGK 3<br/>@VAN 2 F","0","0","5%"
"*051tl*","Alexander Campbell","NSH","LW","1929","FA","24","MTL 2<br/>@NSH 1 F","0","0","5%"
"*05oxz*","Philippe Daoust","OTT","C,LW","2368","FA","23","CBJ 0<br/>@OTT 4 F","0","0","5%"
"*042xz*","Axel Jonsson-Fjallby","WPG","LW","4045","FA","27","","0","0","5%"
"*05xkv*","Braeden Kressler","TOR","C","4475","FA","22","","0","0","5%"
"*03czd*","Dysin Mayo","VGK","D","5256","FA","28","VGK 3<br/>@VAN 2 F","0","0","5%"
"*04yqr*","Jonathan Myrenberg","BOS","D","5714","FA","22","BOS 3<br/>@BUF 6 F","0","0","5%"
"*04r6a*","Oliver Okuliar","FLA","LW","5954","FA","25","FLA 1<br/>@DET 2 F","0","0","5%"
"*06avp*","Ondrej Pavel","COL/NSH","C","6130","FA","24","MTL 2<br/>@NSH 1 F","0","0","5%"
"*05lti*","Dylan Peterson","STL","C","6230","FA","23","","0","0","5%"
"*04r0l*","Mathias Emilio Pettersen","DAL","C","6252","FA","25","DAL 2<br/>@MIN 3 F","0","0","5%"
"*06je5*","Lleyton Roed","SEA","LW","6724","FA","22","","0","0","5%"
"*05luh*","Artem Shlaine","NJD","C","7157","FA","23","","0","0","5%"
"*04zpb*","Tuukka Tieksola","CAR","RW","7742","FA","24","","0","0","5%"
"*06mgx*","Charlie Forslund","DET","LW,RW","2963","FA","19","FLA 1<br/>@DET 2 F","0","0","5%"
"*0618o*","Marc-Andre Gaudet","STL","D","3127","FA","21","","0","0","5%"
"*062pt*","Barrett Hall","SEA","C","3461","FA","21","","0","0","5%"
"*06miv*","Loke Johansson","BOS","D","3989","FA","19","BOS 3<br/>@BUF 6 F","0","0","5%"
"*06mhb*","Hunter Laing","CGY","RW","4605","FA","19","","0","0","5%"
"*060nn*","Jeremy Langlois","UTA","D","4648","FA","21","","0","0","5%"
"*060xs*","Erik Pahlsson","NSH","RW","6042","FA","21","MTL 2<br/>@NSH 1 F","0","0","5%"
"*06c6v*","Kalem Parker","MIN","D","6093","FA","20","DAL 2<br/>@MIN 3 F","0","0","5%"
"*06bea*","Vojtech Port","ANA","D","6401","FA","19","","0","0","5%"
"*062lg*","Theo Wallberg","OTT","D","8082","FA","21","CBJ 0<br/>@OTT 4 F","0","0","5%"
"*06ckx*","Ryan Walsh","BOS","C","8090","FA","21","BOS 3<br/>@BUF 6 F","0","0","5%"
"*06bdk*","Albert Wikman","FLA","D","8235","FA","20","FLA 1<br/>@DET 2 F","0","0","5%"
"*060wl*","Nikita Yevseyev","EDM","D","8360","FA","21","","0","0","5%"
"*06pdu*","Caleb Heil","TBL","G","3594","FA","19","","0","0","5%"
"*05ny4*","Jesper Vikman","VGK","G","7995","FA","23","VGK 3<br/>@VAN 2 F","0","0","5%"
"*062pw*","Jakub Vondras","CAR","G","8031","FA","21","","0","0","5%"
"*05ltg*","Samuel Knazko","CBJ","D","4330","FA","22","CBJ 0<br/>@OTT 4 F","0","0","5%"
"*051w2*","Aidan McDonough","FLA","LW","5307","FA","25","","0","0","5%"
"*04zoq*","Mattias Norlinder","MTL","D","5869","FA","25","MTL 2<br/>@NSH 1 F","0","0","5%"
"*05tuk*","Conner Roulette","DAL","C,LW","6774","FA","22","","0","0","5%"
"*05kej*","Dmitri Ovchinnikov","TOR","C,LW","6025","FA","22","","0","0","5%"
"*05ng0*","Adam Raska","MIN","LW,RW","6558","FA","23","DAL 2<br/>@MIN 3 F","0","0","5%"
"*03v3u*","Logan Brown","TBL","C","1796","FA","27","","0","0","5%"
"*050mp*","Karl Henriksson","NYR","C","3638","FA","24","","0","0","5%"
"*04qzn*","Mac Hollowell","PIT","D","3731","FA","26","PIT 1<br/>@CHI 3 F","0","0","5%"
"*04ayi*","Jacob MacDonald","COL","RW,D","5008","FA","32","","0","0","5%"
"*05ugk*","Owen McLaughlin","PHI","C","5362","FA","22","","0","0","5%"
"*04f84*","Carson Meyer","ANA","RW","5454","FA","27","","0","0","5%"
"*03wkk*","Lane Pederson","EDM","C","6158","FA","27","","0","0","5%"
"*06h7s*","Connor Punnett","DAL","D","6476","FA","22","DAL 2<br/>@MIN 3 F","0","0","5%"
"*06id9*","Milo Roelens","TBL","C,LW","6726","FA","22","","0","0","5%"
"*05lu7*","Ryder Rolston","CHI/NSH","C,RW","6740","FA","23","MTL 2<br/>@NSH 1 F","0","0","5%"
"*01zr6*","Jarred Tinordi","CGY","D","7753","FA","33","","0","0","5%"
"*06c6z*","Djibril Toure","OTT","D","7789","FA","22","CBJ 0<br/>@OTT 4 F","0","0","5%"
"*0457c*","Kristian Vesalainen","WPG","LW","7980","FA","26","","0","0","5%"
"*06cle*","Owen Beckner","OTT","C","1396","FA","20","CBJ 0<br/>@OTT 4 F","0","0","5%"
"*06cfj*","Kevin Bicker","DET","LW","1521","FA","20","FLA 1<br/>@DET 2 F","0","0","5%"
"*06ckg*","Cooper Foster","PIT","C","2979","FA","20","PIT 1<br/>@CHI 3 F","0","0","5%"
"*061bi*","Maximilian Kilpinen","DET","C","4264","FA","21","FLA 1<br/>@DET 2 F","0","0","5%"
"*06cl2*","David Klee","SJS","C","4304","FA","20","","0","0","5%"
"*062q7*","Landon Sim","NJD","C,RW","7209","FA","21","","0","0","5%"
"*061nz*","Fabian Wagner","WPG","C,RW","8055","FA","21","","0","0","5%"
"*061lx*","Gavin White","DAL","D","8209","FA","22","DAL 2<br/>@MIN 3 F","0","0","5%"
"*05uw1*","Maxim Motorygin","(N/A)","G","5630","FA","22","","0","0","5%"
"*02b3x*","Magnus Hellberg","DAL","G","3608","FA","34","DAL 2<br/>@MIN 3 F","0","0","5%"
"*06mqw*","Mikus Vecvanags","MTL","G","7952","FA","19","MTL 2<br/>@NSH 1 F","0","0","5%"
"*04r02*","Riley Damiani","CGY","C","2354","FA","25","","0","0","5%"
"*04qvf*","Filip Johansson","VAN","D","3984","FA","25","VGK 3<br/>@VAN 2 F","0","0","5%"
"*03uzs*","Jake Wise","LAK","C","8290","FA","25","","0","0","5%"
"*042t6*","Lucas Johansen","NSH","D","3979","FA","27","MTL 2<br/>@NSH 1 F","0","0","4%"
"*05gb6*","Trevor Kuntar","BOS","C","4530","FA","24","BOS 3<br/>@BUF 6 F","0","0","4%"
"*05kja*","Daniel Torgersson","WPG","LW","7784","FA","23","","0","0","4%"
"*05xca*","Ben King","WPG","C","4269","FA","23","","0","0","4%"
