"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros"
"*02f9l*","Nathan MacKinnon","COL","C","1","Mac","29","","488.9","6.19","99%"
"*02b70*","Nikita Kucherov","TBL","RW","2","MJ","32","","475.9","6.1","98%"
"*03d12*","David Pastrnak","BOS","RW","3","MJ","29","BOS 3<br/>@BUF 6 F","459.4","5.6","98%"
"*04kyh*","Brady Tkachuk","OTT","LW","4","HUG","25","CBJ 0<br/>@OTT 4 F","446.3","6.2","99%"
"*04alw*","Cale Makar","COL","D","5","Josh","26","","430","5.37","99%"
"*02yjl*","Leon Draisaitl","EDM","C,LW","6","KAN","29","","430","6.06","99%"
"*02fzm*","Filip Forsberg","NSH","LW","7","HUG","30","MTL 2<br/>@NSH 1 F","424.6","5.18","98%"
"*02noj*","Tom Wilson","WSH","RW","8","HUG","31","WSH 1<br/>@NYI 4 F","423.2","5.22","97%"
"*02o7s*","Connor Hellebuyck","WPG","G","9","Josh","32","","416.8","6.62","99%"
"*03kra*","Kyle Connor","WPG","LW","10","MJ","28","","413.1","5.04","98%"
"*03ra7*","Zach Werenski","CBJ","D","11","MJ","28","CBJ 0<br/>@OTT 4 F","408.7","5.05","99%"
"*02un5*","Sam Reinhart","FLA","RW","12","MJ","29","FLA 1<br/>@DET 2 F","405.7","5.14","100%"
"*042yb*","Brandon Hagel","TBL","LW","13","Mac","26","","399.8","4.88","99%"
"*02azb*","Mark Scheifele","WPG","C","14","Mac","32","","393.7","4.8","100%"
"*00454*","Sidney Crosby","PIT","C","15","Josh","37","PIT 1<br/>@CHI 3 F","390.7","4.88","98%"
"*02b76*","Vincent Trocheck","NYR","C","16","KAN","32","","387.6","4.73","97%"
"*03jxy*","Auston Matthews","TOR","C","17","MPF","27","","386","5.76","99%"
"*03mn9*","Mikko Rantanen","COL/CAR/DAL","C,RW","18","EVB","28","DAL 2<br/>@MIN 3 F","385.6","4.7","99%"
"*03924*","Jack Eichel","VGK","C","19","pothaar","28","VGK 3<br/>@VAN 2 F","380","4.94","98%"
"*031v6*","MacKenzie Weegar","CGY","D","20","Mac","31","","378.7","4.68","97%"
"*03jvu*","Mitch Marner","TOR","RW","21","pothaar","28","","377.8","4.66","99%"
"*04xec*","Matt Boldy","MIN","LW,RW","22","MJ","24","DAL 2<br/>@MIN 3 F","376.3","4.59","99%"
"*02nom*","Andrei Vasilevskiy","TBL","G","23","KAN","31","","375","5.95","98%"
"*04ln4*","Kiefer Sherwood","VAN","LW,RW","24","EVB","30","VGK 3<br/>@VAN 2 F","373.7","4.79","81%"
"*02yjj*","William Nylander","TOR","LW,RW","25","KAN","29","","373.6","4.56","99%"
"*051z0*","Tim Stutzle","OTT","C,LW","26","MPF","23","CBJ 0<br/>@OTT 4 F","372.8","4.55","100%"
"*01f3e*","Nazem Kadri","CGY","C","27","pothaar","34","","372.6","4.54","97%"
"*02un4*","Connor McDavid","EDM","C","28","ZBAD","28","","372.1","5.55","99%"
"*042ye*","Jesper Bratt","NJD","RW","29","Josh","27","","370.8","4.58","99%"
"*03d09*","Alex Tuch","BUF","RW","30","Josh","29","BOS 3<br/>@BUF 6 F","369.3","4.5","98%"
"*03e1n*","Adrian Kempe","LAK","LW,RW","31","MPF","28","","368.2","4.55","99%"
"*04zb4*","Moritz Seider","DET","D","32","MPF","24","FLA 1<br/>@DET 2 F","366","4.46","99%"
"*048xc*","Nick Suzuki","MTL","C","33","MJ","25","MTL 2<br/>@NSH 1 F","365.4","4.46","99%"
"*03mn8*","Clayton Keller","UTA","LW,RW","34","MJ","27","","364.6","4.5","99%"
"*01c12*","John Tavares","TOR","C,LW","35","Josh","34","","363.8","4.85","98%"
"*004cq*","Alex Ovechkin","WSH","LW,RW","36","EVB","39","WSH 1<br/>@NYI 4 F","363","5.58","96%"
"*031p0*","Jake Guentzel","TBL","LW","37","Mac","30","","361.8","4.52","100%"
"*04ad7*","Rasmus Dahlin","BUF","D","38","ZBAD","25","BOS 3<br/>@BUF 6 F","360.2","4.93","98%"
"*02b3o*","Rickard Rakell","PIT","LW,RW","39","HUG","32","PIT 1<br/>@CHI 3 F","359.4","4.44","98%"
"*042t5*","Tage Thompson","BUF","C,RW","40","qstaple","27","BOS 3<br/>@BUF 6 F","358.7","4.72","99%"
"*04f2d*","Drake Batherson","OTT","RW","41","KAN","27","CBJ 0<br/>@OTT 4 F","355.6","4.34","100%"
"*03bfj*","Artemi Panarin","NYR","LW","43","qstaple","33","","355.4","4.44","97%"
"*039cg*","Sam Bennett","FLA","C","42","HUG","29","FLA 1<br/>@DET 2 F","355.4","4.68","94%"
"*02aez*","J.T. Miller","VAN/NYR","C,LW,RW","44","Mac","32","","353.5","4.91","99%"
"*04843*","Mathieu Olivier","CBJ","RW","45","KAN","28","CBJ 0<br/>@OTT 4 F","352.3","4.3","66%"
"*038vb*","Travis Konecny","PHI","RW","46","HUG","28","","351.1","4.28","99%"
"*03ra8*","Timo Meier","NJD","LW,RW","47","EVB","28","","350.8","4.39","98%"
"*049k7*","Martin Necas","CAR/COL","RW","48","pothaar","26","","349.6","4.43","99%"
"*04dwj*","Jason Robertson","DAL","LW","49","EVB","26","DAL 2<br/>@MIN 3 F","349.4","4.26","99%"
"*03v70*","Alex DeBrincat","DET","LW,RW","50","Josh","27","FLA 1<br/>@DET 2 F","348.5","4.25","99%"
"*03rmx*","Sebastian Aho","CAR","C","51","MJ","28","","347.4","4.4","99%"
"*03ne3*","Frank Vatrano","ANA","LW,RW","52","KAN","31","","346.8","4.28","89%"
"*03e1m*","Brayden Point","TBL","C","53","qstaple","29","","344.5","4.47","98%"
"*04ymt*","Lucas Raymond","DET","RW","55","EVB","23","FLA 1<br/>@DET 2 F","342.2","4.17","99%"
"*05gvq*","Seth Jarvis","CAR","RW","54","Mac","23","","342.2","4.69","99%"
"*03duf*","Dylan Larkin","DET","C","56","HUG","29","FLA 1<br/>@DET 2 F","341.4","4.16","99%"
"*04lc0*","Evan Bouchard","EDM","D","57","qstaple","25","","339.6","4.14","99%"
"*05kbn*","Will Cuylle","NYR","LW","58","ZBAD","23","","339.2","4.14","96%"
"*04mv2*","Cole Caufield","MTL","LW,RW","59","pothaar","24","MTL 2<br/>@NSH 1 F","335.8","4.1","99%"
"*03as9*","Dylan Strome","WSH","C","60","HUG","28","WSH 1<br/>@NYI 4 F","334.4","4.08","99%"
"*042vl*","Jordan Kyrou","STL","RW","61","ZBAD","27","","333","4.06","98%"
"*04y4m*","Connor Bedard","CHI","C","62","EVB","20","PIT 1<br/>@CHI 3 F","332.6","4.06","98%"
"*05tur*","Matthew Knies","TOR","LW","63","KAN","22","","331.5","4.25","99%"
"*04mtp*","Dylan Cozens","BUF/OTT","C,RW","64","EVB","24","CBJ 0<br/>@OTT 4 F","331.2","4.04","98%"
"*03dms*","Kevin Fiala","LAK","LW,RW","65","KAN","29","","330.6","4.08","97%"
"*05tqt*","Wyatt Johnston","DAL","C,RW","66","qstaple","22","DAL 2<br/>@MIN 3 F","330.6","4.03","100%"
"*01c13*","Victor Hedman","TBL","D","67","MPF","34","","329.2","4.17","100%"
"*0457f*","Nico Hischier","NJD","C","68","Josh","26","","328.4","4.38","99%"
"*04qy5*","Kirill Marchenko","CBJ","LW,RW","69","KAN","25","CBJ 0<br/>@OTT 4 F","328","4.15","100%"
"*051yz*","Dylan Holloway","STL","LW","70","MPF","23","","327.2","4.25","100%"
"*03zul*","Filip Gustavsson","MIN","G","71","MJ","27","DAL 2<br/>@MIN 3 F","323.4","5.58","99%"
"*02440*","Anders Lee","NYI","LW","72","HUG","35","WSH 1<br/>@NYI 4 F","320.7","3.91","77%"
"*04lbz*","Quinn Hughes","VAN","D","73","Josh","25","VGK 3<br/>@VAN 2 F","320.3","4.71","98%"
"*02nok*","Tomas Hertl","VGK","C,LW","74","Josh","31","VGK 3<br/>@VAN 2 F","319.8","4.38","95%"
"*059e0*","Jake Sanderson","OTT","D","75","EVB","23","CBJ 0<br/>@OTT 4 F","319.4","3.99","99%"
"*05w9c*","Mack Celebrini","SJS","C","76","Mac","19","","317.4","4.53","98%"
"*02un7*","Aleksander Barkov","FLA","C","77","HUG","29","FLA 1<br/>@DET 2 F","316","4.72","98%"
"*03167*","Bo Horvat","NYI","C","78","MPF","30","WSH 1<br/>@NYI 4 F","314.2","3.88","95%"
"*01c32*","Brayden Schenn","STL","C,LW","79","EVB","33","","313.1","3.82","78%"
"*03de2*","Brandon Montour","SEA","D","80","Mac","31","","312","3.85","96%"
"*03wpi*","Pierre-Luc Dubois","WSH","C","81","EVB","27","WSH 1<br/>@NYI 4 F","311.6","3.8","95%"
"*01zvp*","Bryan Rust","PIT","RW","82","Mac","33","PIT 1<br/>@CHI 3 F","311.2","4.38","96%"
"*03eb0*","Ryan Donato","CHI","C,LW,RW","83","MPF","29","PIT 1<br/>@CHI 3 F","311.1","3.89","92%"
"*031p3*","Carter Verhaeghe","FLA","LW","84","Mac","29","FLA 1<br/>@DET 2 F","311","3.84","98%"
"*04bdb*","Jack Hughes","NJD","C,LW","85","ZBAD","24","","310.6","5.01","99%"
"*04o0h*","Dylan Guenther","UTA","RW","86","Josh","22","","308.6","4.41","99%"
"*05r1c*","Juraj Slafkovsky","MTL","LW,RW","87","HUG","21","MTL 2<br/>@NSH 1 F","308.1","3.9","100%"
"*01ex7*","Matt Duchene","DAL","C,RW","88","pothaar","34","DAL 2<br/>@MIN 3 F","307.8","3.75","96%"
"*0457k*","Jake Oettinger","DAL","G","89","Mac","26","DAL 2<br/>@MIN 3 F","305.8","5.27","99%"
"*03161*","Darnell Nurse","EDM","D","90","KAN","30","","305","4.01","86%"
"*02ybn*","Josh Morrissey","WPG","D","91","pothaar","30","","305","3.81","98%"
"*026p4*","Jonathan Huberdeau","CGY","LW,RW","92","pothaar","32","","304.8","3.76","86%"
"*048vf*","Andrei Svechnikov","CAR","LW,RW","93","HUG","25","","303.5","4.22","99%"
"*0322w*","Ilya Sorokin","NYI","G","95","EVB","29","WSH 1<br/>@NYI 4 F","303.4","4.97","98%"
"*01skr*","Mikael Granlund","SJS/DAL","C,RW","94","Josh","33","DAL 2<br/>@MIN 3 F","303.4","3.66","93%"
"*03rf2*","Roope Hintz","DAL","C","96","pothaar","28","DAL 2<br/>@MIN 3 F","302.6","3.98","98%"
"*05ui2*","Logan Cooley","UTA","C","97","qstaple","21","","299.2","3.99","100%"
"*04zo0*","Pavel Dorofeyev","VGK","LW,RW","98","HUG","24","VGK 3<br/>@VAN 2 F","298.2","3.64","97%"
"*0579x*","Adam Fantilli","CBJ","C","99","pothaar","20","CBJ 0<br/>@OTT 4 F","298","3.63","100%"
"*02ni5*","Jonathan Marchessault","NSH","LW,RW","100","FA","34","MTL 2<br/>@NSH 1 F","297.7","3.82","93%"
"*0222k*","Darcy Kuemper","LAK","G","101","ZBAD","35","","297.6","5.95","95%"
"*04apb*","Robert Thomas","STL","C","102","Mac","26","","296.4","4.23","100%"
"*03ece*","Igor Shesterkin","NYR","G","103","ZBAD","29","","295.8","4.85","97%"
"*03yg3*","Mikhail Sergachev","UTA","D","104","MJ","27","","295.2","3.83","97%"
"*059e5*","Jake Neighbours","STL","LW,RW","105","MPF","23","","294.4","3.59","94%"
"*004jl*","Brad Marchand","BOS/FLA","LW","106","MPF","37","FLA 1<br/>@DET 2 F","293.6","4.14","95%"
"*02wy5*","Nikita Zadorov","BOS","D","107","HUG","30","BOS 3<br/>@BUF 6 F","292.9","3.62","58%"
"*05gvo*","Matvei Michkov","PHI","RW","108","EVB","20","","292.8","3.66","99%"
"*02fzj*","Blake Coleman","CGY","LW,RW","109","HUG","33","","292.4","3.57","73%"
"*00qru*","Steven Stamkos","NSH","C,LW,RW","110","MPF","35","MTL 2<br/>@NSH 1 F","292.4","3.57","93%"
"*03rfp*","Sam Montembeault","MTL","G","111","MPF","28","MTL 2<br/>@NSH 1 F","289.4","4.67","98%"
"*03as6*","Jared McCann","SEA","C,LW","112","Josh","29","","288.6","3.52","96%"
"*051wf*","Dustin Wolf","CGY","G","113","Josh","24","","287.8","5.43","100%"
"*01zti*","Tyler Toffoli","SJS","LW,RW","114","MPF","33","","287.6","3.69","87%"
"*01yj6*","Radko Gudas","ANA","D","115","HUG","35","","286.8","3.54","70%"
"*03uzr*","Matthew Tkachuk","FLA","LW,RW","116","Josh","27","FLA 1<br/>@DET 2 F","286.8","5.52","98%"
"*03mbn*","Mackenzie Blackwood","SJS/COL","G","117","KAN","28","","286.2","5.11","98%"
"*04zj5*","JJ Peterka","BUF","LW,RW","118","pothaar","23","BOS 3<br/>@BUF 6 F","285.6","3.71","99%"
"*03yuf*","Eeli Tolvanen","SEA","LW","119","Mac","26","","285.1","3.52","75%"
"*03mqg*","Jakob Chychrun","WSH","D","120","HUG","27","WSH 1<br/>@NYI 4 F","285","3.85","97%"
"*027i6*","Mika Zibanejad","NYR","C,RW","121","EVB","32","","283.2","3.45","95%"
"*04a9v*","Morgan Geekie","BOS","C,LW","122","Josh","27","BOS 3<br/>@BUF 6 F","282.6","3.67","94%"
"*01ud1*","Sergei Bobrovsky","FLA","G","123","pothaar","36","FLA 1<br/>@DET 2 F","282.4","5.23","96%"
"*05wwg*","Lane Hutson","MTL","D","124","KAN","21","MTL 2<br/>@NSH 1 F","282.2","3.44","100%"
"*04f17*","Fabian Zetterlund","SJS/OTT","LW,RW","125","Mac","25","CBJ 0<br/>@OTT 4 F","281.4","3.35","83%"
"*04lc5*","Jack McBain","UTA","C,LW","126","MJ","25","","281.4","3.43","58%"
"*042w4*","Adam Fox","NYR","D","127","MPF","27","","281.2","3.8","98%"
"*03as8*","Nikolaj Ehlers","WPG","LW,RW","128","qstaple","29","","278.5","4.04","98%"
"*03rab*","Jake DeBrusk","VAN","LW,RW","129","FA","28","VGK 3<br/>@VAN 2 F","278","3.39","88%"
"*00qs7*","Jamie Benn","DAL","C,LW","130","pothaar","36","DAL 2<br/>@MIN 3 F","277","3.46","72%"
"*02b3h*","Stefan Noesen","NJD","LW,RW","131","Mac","32","","277","3.55","67%"
"*04qza*","Martin Pospisil","CGY","C,RW","132","HUG","25","","276.4","3.41","58%"
"*02unz*","Nick Schmaltz","UTA","RW","133","FA","29","","276","3.37","91%"
"*04yn0*","Connor McMichael","WSH","C,LW","134","EVB","24","WSH 1<br/>@NYI 4 F","275.3","3.36","97%"
"*03rfl*","Anthony Cirelli","TBL","C","135","MPF","28","","274.8","3.44","92%"
"*03m26*","Conor Garland","VAN","RW","136","pothaar","29","VGK 3<br/>@VAN 2 F","272.2","3.36","70%"
"*02wy3*","Elias Lindholm","BOS","C","137","FA","30","BOS 3<br/>@BUF 6 F","271.6","3.31","87%"
"*03rad*","Thomas Chabot","OTT","D","138","ZBAD","28","CBJ 0<br/>@OTT 4 F","271.4","3.39","94%"
"*04lo0*","Quinton Byfield","LAK","C,LW","139","EVB","22","","271","3.35","98%"
"*015pv*","John Carlson","WSH","D","140","MJ","35","WSH 1<br/>@NYI 4 F","270.8","3.43","96%"
"*03rf5*","Rasmus Andersson","CGY","D","141","ZBAD","28","","270","3.33","96%"
"*05gd8*","Mason McTavish","ANA","C,LW","142","ZBAD","22","","269.8","3.55","98%"
"*01zt0*","Jason Zucker","BUF","LW,RW","143","KAN","33","BOS 3<br/>@BUF 6 F","269.7","3.69","65%"
"*04o0g*","Marco Rossi","MIN","C","144","Mac","23","DAL 2<br/>@MIN 3 F","268.6","3.28","99%"
"*01zql*","Brock Nelson","NYI/COL","C,LW","145","pothaar","33","","268.4","3.36","88%"
"*03mkm*","Adin Hill","VGK","G","146","MJ","29","VGK 3<br/>@VAN 2 F","268.4","5.37","99%"
"*016g3*","Erik Karlsson","PIT","D","147","EVB","35","PIT 1<br/>@CHI 3 F","267.6","3.26","88%"
"*03yh8*","Owen Tippett","PHI","LW,RW","148","pothaar","26","","267.4","3.47","92%"
"*01zvf*","Mark Stone","VGK","RW","149","MPF","33","VGK 3<br/>@VAN 2 F","267","4.05","93%"
"*01mke*","Marcus Foligno","MIN","LW,RW","150","Mac","33","DAL 2<br/>@MIN 3 F","266.7","3.46","39%"
"*05r1l*","William Eklund","SJS","C,LW","151","FA","22","","265.9","3.45","98%"
"*04ld3*","Noah Dobson","NYI","D","152","KAN","25","WSH 1<br/>@NYI 4 F","265.6","3.74","98%"
"*03jw0*","Joey Daccord","SEA","G","153","MPF","28","","265.6","4.66","95%"
"*04yu5*","Thomas Harley","DAL","D","154","EVB","23","DAL 2<br/>@MIN 3 F","264.6","3.39","99%"
"*050rc*","Dmitry Voronkov","CBJ","C,LW","155","FA","24","CBJ 0<br/>@OTT 4 F","264.3","3.62","90%"
"*04yqp*","Anton Lundell","FLA","C,LW","156","MJ","23","FLA 1<br/>@DET 2 F","263.8","3.34","90%"
"*0045j*","Kris Letang","PIT","D","157","MPF","38","PIT 1<br/>@CHI 3 F","262.6","3.55","87%"
"*03dde*","Jake Walman","SJS/EDM","D","158","MPF","29","","262.4","4.04","94%"
"*03w5m*","Gabriel Vilardi","WPG","C,RW","159","qstaple","25","","261.4","3.68","97%"
"*05ltt*","Alex Laferriere","LAK","LW,RW","160","ZBAD","23","","261","3.39","89%"
"*003kg*","Patrick Kane","DET","RW","161","KAN","36","FLA 1<br/>@DET 2 F","260.8","3.62","89%"
"*01ztp*","Zach Hyman","EDM","LW,RW","162","KAN","33","","260.2","3.56","97%"
"*01xfp*","Jaden Schwartz","SEA","LW","163","FA","33","","257.6","3.18","55%"
"*003t7*","Anze Kopitar","LAK","C","164","MJ","37","","257.4","3.18","89%"
"*049ph*","Neal Pionk","WPG","D","165","FA","30","","257.2","3.73","96%"
"*02azf*","Dougie Hamilton","NJD","D","166","EVB","32","","256.6","4.01","96%"
"*051tx*","Aliaksei Protas","WSH","LW,RW","167","KAN","24","WSH 1<br/>@NYI 4 F","256","3.37","98%"
"*051m4*","Jackson LaCombe","ANA","D","168","Josh","24","","255.8","3.41","100%"
"*03ebb*","Warren Foegele","LAK","LW,RW","169","FA","29","","255.2","3.11","65%"
"*03raf*","Brock Boeser","VAN","RW","170","Josh","28","VGK 3<br/>@VAN 2 F","255","3.4","96%"
"*02dq3*","Jacob Trouba","NYR/ANA","D","171","ZBAD","31","","254.8","3.31","63%"
"*02noq*","Mike Matheson","MTL","D","172","MJ","31","MTL 2<br/>@NSH 1 F","254.3","3.18","88%"
"*05xrx*","Marco Kasper","DET","C,LW","173","Josh","21","FLA 1<br/>@DET 2 F","253.6","3.29","96%"
"*01f6d*","Ryan OReilly","NSH","C","174","MJ","34","MTL 2<br/>@NSH 1 F","253.2","3.21","82%"
"*0041m*","Nick Foligno","CHI","LW","175","FA","37","PIT 1<br/>@CHI 3 F","252.2","3.23","35%"
"*02fda*","Jordan Binnington","STL","G","176","EVB","32","","252.2","4.5","96%"
"*05k8c*","Tyson Foerster","PHI","LW,RW","177","FA","23","","251.9","3.11","85%"
"*01zt4*","Nino Niederreiter","WPG","LW,RW","178","FA","32","","250.4","3.05","48%"
"*04mdc*","Logan Thompson","WSH","G","179","HUG","28","WSH 1<br/>@NYI 4 F","250.4","5.82","99%"
"*04amg*","Alexis Lafreniere","NYR","LW,RW","180","pothaar","23","","249.6","3.04","94%"
"*02422*","Ryan Nugent-Hopkins","EDM","C,LW","181","qstaple","32","","249.2","3.19","94%"
"*03wpn*","Brett Howden","VGK","C,LW","182","ZBAD","27","VGK 3<br/>@VAN 2 F","248.8","3.11","56%"
"*05ran*","Matt Coronato","CGY","LW,RW","183","FA","22","","248.7","3.23","97%"
"*03rfj*","Keegan Kolesar","VGK","RW","184","ZBAD","28","VGK 3<br/>@VAN 2 F","248.1","3.03","40%"
"*031og*","Tyler Bertuzzi","CHI","LW,RW","185","FA","30","PIT 1<br/>@CHI 3 F","248.1","3.03","53%"
"*01f66*","Kyle Palmieri","NYI","RW","186","FA","34","WSH 1<br/>@NYI 4 F","247.4","3.02","55%"
"*03e7p*","Travis Sanheim","PHI","D","187","Mac","29","","247.2","3.01","86%"
"*03rih*","Karel Vejmelka","UTA","G","188","FA","29","","246.8","4.26","92%"
"*01sio*","Mats Zuccarello","MIN","RW","189","MPF","37","DAL 2<br/>@MIN 3 F","246.4","3.57","85%"
"*04uql*","Cole Perfetti","WPG","LW,RW","190","Josh","23","","246.2","3","96%"
"*03wor*","Mason Marchment","DAL","LW","191","Mac","30","DAL 2<br/>@MIN 3 F","246.1","3.97","81%"
"*02wy7*","Pavel Buchnevich","STL","C,LW,RW","192","MJ","30","","245.9","3.24","89%"
"*05kdw*","Ridly Greig","OTT","C,LW","194","FA","22","CBJ 0<br/>@OTT 4 F","245.6","3.15","70%"
"*02o70*","Josh Anderson","MTL","LW,RW","193","FA","31","MTL 2<br/>@NSH 1 F","245.6","3.03","30%"
"*05rjd*","Cutter Gauthier","ANA","LW","195","FA","21","","245.6","3","99%"
"*0243f*","Seth Jones","CHI/FLA","D","196","EVB","30","FLA 1<br/>@DET 2 F","244.6","3.88","91%"
"*03klu*","Garnet Hathaway","PHI","RW","197","qstaple","33","","244.2","3.64","37%"
"*03ecd*","Michael Bunting","PIT/NSH","LW","198","FA","29","MTL 2<br/>@NSH 1 F","243.6","3.21","45%"
"*02dq6*","Jean-Gabriel Pageau","NYI","C,RW","199","FA","32","WSH 1<br/>@NYI 4 F","243.3","3.08","54%"
"*04ai3*","Kevin Lankinen","VAN","G","200","HUG","30","VGK 3<br/>@VAN 2 F","242.6","4.76","85%"
"*03ret*","A.J. Greer","FLA","LW","201","FA","28","FLA 1<br/>@DET 2 F","242.2","2.99","22%"
"*02nq3*","Shayne Gostisbehere","CAR","D","202","MPF","32","","241.6","3.45","96%"
"*03rik*","Troy Terry","ANA","RW","203","MJ","27","","241.6","3.14","88%"
"*04osu*","Barrett Hayton","UTA","C","204","ZBAD","25","","241.5","2.95","79%"
"*02nqb*","Colton Parayko","STL","D","205","qstaple","32","","241.4","3.77","93%"
"*04dwk*","Josh Norris","OTT/BUF","C","206","MPF","26","BOS 3<br/>@BUF 6 F","241.2","4.31","92%"
"*031nx*","Shea Theodore","VGK","D","207","MJ","29","VGK 3<br/>@VAN 2 F","239.4","3.57","99%"
"*0042t*","Claude Giroux","OTT","C,LW,RW","208","FA","37","CBJ 0<br/>@OTT 4 F","239.2","2.95","77%"
"*04qyv*","Lukas Dostal","ANA","G","209","MPF","25","","239.2","4.43","98%"
"*05j3d*","Bobby McMann","TOR","LW","210","ZBAD","29","","238.7","3.23","58%"
"*02oar*","Linus Ullmark","OTT","G","211","qstaple","32","CBJ 0<br/>@OTT 4 F","238.4","5.42","97%"
"*034uz*","Nathan Walker","STL","LW","212","FA","31","","237.1","3.25","30%"
"*02non*","Scott Laughton","PHI/TOR","C,LW","213","FA","31","","235.8","2.95","48%"
"*031p8*","Oliver Bjorkstrand","SEA/TBL","RW","214","FA","30","","235.6","2.98","63%"
"*01zv1*","Brendan Gallagher","MTL","RW","215","FA","33","MTL 2<br/>@NSH 1 F","234.7","2.86","25%"
"*0045k*","Evgeni Malkin","PIT","C,LW","216","HUG","39","PIT 1<br/>@CHI 3 F","234.6","3.45","79%"
"*04r0j*","Michael Kesselring","UTA","D","217","ZBAD","25","","234.1","2.85","73%"
"*02un6*","Sean Monahan","CBJ","C","218","KAN","30","CBJ 0<br/>@OTT 4 F","233.8","4.33","94%"
"*04qzk*","Paul Cotter","NJD","LW","219","MJ","25","","232.4","2.94","49%"
"*02yjp*","Ivan Barbashev","VGK","LW","220","ZBAD","29","VGK 3<br/>@VAN 2 F","232.2","3.32","84%"
"*048x9*","Elias Pettersson","VAN","C,LW","221","Josh","26","VGK 3<br/>@VAN 2 F","232","3.63","98%"
"*04f24*","Jeremy Swayman","BOS","G","222","FA","26","BOS 3<br/>@BUF 6 F","231.2","3.99","97%"
"*01z7v*","Sean Couturier","PHI","C","223","FA","32","","231.1","2.93","47%"
"*03ecl*","Gustav Forsling","FLA","D","224","KAN","29","FLA 1<br/>@DET 2 F","230.8","2.89","89%"
"*04uqa*","Vasili Podkolzin","EDM","LW,RW","225","FA","24","","230.8","2.81","55%"
"*03rh3*","Kirill Kaprizov","MIN","LW","226","qstaple","28","DAL 2<br/>@MIN 3 F","230.2","5.61","100%"
"*015hz*","Luke Schenn","NSH/PIT/WPG","D","227","pothaar","35","","229.9","3.03","42%"
"*03nfr*","Evan Rodrigues","FLA","C,LW,RW","228","FA","32","FLA 1<br/>@DET 2 F","229.8","2.8","48%"
"*03ebi*","Elvis Merzlikins","CBJ","G","229","FA","31","CBJ 0<br/>@OTT 4 F","229.8","4.34","75%"
"*03ofm*","Pius Suter","VAN","C,LW","230","Josh","29","VGK 3<br/>@VAN 2 F","229","2.83","58%"
"*02ybk*","Artturi Lehkonen","COL","LW","231","pothaar","30","","229","3.32","88%"
"*05nzz*","Simon Edvinsson","DET","D","232","KAN","22","FLA 1<br/>@DET 2 F","228.9","2.93","93%"
"*05r1i*","Matty Beniers","SEA","C","233","FA","22","","228.4","2.79","92%"
"*031pl*","Juuse Saros","NSH","G","234","FA","30","MTL 2<br/>@NSH 1 F","228","3.93","98%"
"*02nol*","Teuvo Teravainen","CHI","LW,RW","235","ZBAD","30","PIT 1<br/>@CHI 3 F","227.8","2.78","73%"
"*02nou*","Brady Skjei","NSH","D","236","EVB","31","MTL 2<br/>@NSH 1 F","227.4","2.77","61%"
"*01d6c*","Jacob Markstrom","NJD","G","237","qstaple","35","","227.4","4.64","95%"
"*05gd9*","Zachary Bolduc","STL","LW","238","FA","22","","227.1","3.15","87%"
"*01lyi*","Ian Cole","UTA","D","239","FA","36","","226.7","2.76","36%"
"*03ec6*","Devon Toews","COL","D","240","KAN","31","","226.4","2.98","94%"
"*01fx3*","Roman Josi","NSH","D","241","HUG","35","MTL 2<br/>@NSH 1 F","225.8","4.26","96%"
"*05gda*","Kent Johnson","CBJ","C,LW,RW","242","FA","22","CBJ 0<br/>@OTT 4 F","225","3.31","97%"
"*042t1*","Luke Kunin","SJS/CBJ","C,RW","243","FA","27","CBJ 0<br/>@OTT 4 F","224.9","3","31%"
"*042x0*","Brandon Duhaime","WSH","LW,RW","244","FA","28","WSH 1<br/>@NYI 4 F","224.8","2.74","24%"
"*02noe*","Morgan Rielly","TOR","D","245","pothaar","31","","224.7","2.74","94%"
"*042w1*","Joseph Woll","TOR","G","246","pothaar","27","","224","5.33","93%"
"*02iqx*","Nick Seeler","PHI","D","247","FA","32","","223.8","2.91","49%"
"*020f4*","Adam Larsson","SEA","D","248","FA","32","","223.7","2.73","53%"
"*04ezy*","Morgan Frost","PHI/CGY","C","249","FA","26","","223.2","2.76","63%"
"*02aza*","Ryan Strome","ANA","C,RW","250","FA","32","","223","2.72","42%"
"*03j8l*","Noah Hanifin","VGK","D","251","EVB","28","VGK 3<br/>@VAN 2 F","222.6","2.78","94%"
"*03yxp*","Stuart Skinner","EDM","G","252","ZBAD","26","","222.4","4.36","96%"
"*04ldb*","Bowen Byram","BUF","D","253","qstaple","24","BOS 3<br/>@BUF 6 F","221.6","2.7","92%"
"*01zto*","Charlie Coyle","BOS/COL","C,RW","254","qstaple","33","","221.6","2.67","49%"
"*03rgv*","Niko Mikkola","FLA","D","255","Mac","29","FLA 1<br/>@DET 2 F","221.4","2.91","51%"
"*01mzc*","Brayden McNabb","VGK","D","256","FA","34","VGK 3<br/>@VAN 2 F","221","2.7","52%"
"*06iml*","Maxim Tsyplakov","NYI","LW,RW","257","FA","26","WSH 1<br/>@NYI 4 F","220.9","2.87","66%"
"*01zu5*","Justin Faulk","STL","D","258","MPF","33","","220.6","2.83","62%"
"*01lkz*","Taylor Hall","CHI/CAR","LW","259","FA","33","","220.6","2.86","54%"
"*04yi4*","Pyotr Kochetkov","CAR","G","260","Mac","26","","220","4.68","96%"
